,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,year,month
437,7.0,2013-04-06 04:42:00,3,7,green,1,755,us,640,0.0,11.4,mww,66.0,-3.517,138.476,2013,4
438,6.5,2013-03-10 22:51:00,0,6,green,1,650,us,317,0.0,14.2,mww,28.0,-6.598,148.174,2013,3
439,6.5,2013-03-01 13:20:00,3,6,green,0,651,us,480,0.0,20.7,mww,29.0,50.958,157.408,2013,3
440,6.9,2013-02-28 14:05:00,5,6,green,1,736,us,531,0.0,20.7,mww,41.0,50.954,157.283,2013,2
441,6.6,2013-02-14 13:13:00,0,7,green,1,670,us,697,0.0,15.3,mww,11.0,67.631,142.508,2013,2
442,6.6,2013-02-09 21:02:00,0,6,green,1,670,us,421,0.0,16.6,mww,18.0,-10.994,165.741,2013,2
443,6.9,2013-02-09 14:16:00,5,5,green,1,904,us,562,0.0,23.7,mww,145.0,1.135,-77.393,2013,2
444,7.1,2013-02-08 15:26:00,9,6,green,1,780,us,334,0.0,16.5,mww,21.0,-10.928,166.018,2013,2
445,6.8,2013-02-08 11:12:00,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.838,165.969,2013,2
446,6.7,2013-02-07 18:59:00,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-10.997,165.655,2013,2
447,7.0,2013-02-06 01:54:00,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.499,165.588,2013,2
448,7.1,2013-02-06 01:23:00,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.183,164.882,2013,2
449,8.0,2013-02-06 01:12:00,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.799,165.114,2013,2
450,6.9,2013-02-02 14:17:00,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.092,2013,2
451,6.8,2013-01-30 20:15:00,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.094,-70.653,2013,1
452,7.5,2013-01-05 08:58:00,6,6,unknown,0,1425,ak,0,0.0,0.0,mw,8.7,55.228,-134.859,2013,1
453,6.7,2012-12-21 22:28:00,0,4,unknown,0,691,us,521,0.0,13.7,mww,200.7,-14.344,167.286,2012,12
454,7.1,2012-12-10 16:53:00,5,5,unknown,0,843,us,517,0.0,8.7,mww,155.0,-6.533,129.825,2012,12
455,7.3,2012-12-07 08:18:00,6,5,unknown,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.949,2012,12
456,6.5,2012-11-11 22:14:00,4,5,unknown,0,708,us,598,0.0,57.3,mww,20.0,14.129,-92.164,2012,11
457,6.8,2012-11-11 01:12:00,7,6,unknown,0,795,us,391,0.0,13.7,mww,13.7,23.005,95.885,2012,11
458,7.4,2012-11-07 16:35:00,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.988,-91.895,2012,11
459,7.8,2012-10-28 03:04:00,8,7,unknown,0,1726,us,807,0.0,42.7,mww,14.0,52.788,-132.101,2012,10
460,6.5,2012-10-24 00:45:00,6,6,unknown,0,745,us,691,0.0,34.4,mww,17.0,10.086,-85.298,2012,10
461,6.6,2012-10-12 00:31:00,3,5,unknown,0,675,us,291,0.0,17.7,mww,13.0,-4.892,134.03,2012,10
462,7.3,2012-09-30 16:31:00,7,6,unknown,0,1221,us,934,0.0,15.5,mww,170.0,1.929,-76.362,2012,9
463,7.6,2012-09-05 14:42:00,8,7,unknown,0,1555,us,703,0.0,34.3,mww,35.0,10.085,-85.315,2012,9
464,7.6,2012-08-31 12:47:00,8,5,unknown,0,1115,us,682,0.0,10.2,mww,28.0,10.811,126.638,2012,8
465,7.3,2012-08-27 04:37:00,5,5,unknown,0,994,us,417,0.0,37.0,mww,28.0,12.139,-88.59,2012,8
466,6.6,2012-08-26 15:05:00,4,5,unknown,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.837,2012,8
467,7.7,2012-08-14 02:59:00,7,4,unknown,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.064,2012,8
468,6.5,2012-07-28 20:03:00,5,6,unknown,0,653,us,576,0.0,11.7,mww,41.0,-4.651,153.173,2012,7
469,6.6,2012-04-28 10:08:00,4,5,unknown,0,675,us,529,0.0,15.7,mww,134.7,-18.685,-174.705,2012,4
470,6.7,2012-04-21 01:16:00,0,7,unknown,0,691,us,370,0.0,15.4,mww,16.0,-1.617,134.276,2012,4
471,6.8,2012-04-17 07:13:00,6,5,unknown,0,732,us,597,0.0,12.6,mww,198.0,-5.462,147.117,2012,4
472,6.7,2012-04-17 03:50:00,0,7,unknown,0,691,us,518,0.0,26.9,mww,29.0,-32.625,-71.365,2012,4
473,7.0,2012-04-12 07:15:00,7,7,unknown,0,1000,us,474,0.0,95.9,mww,13.0,28.696,-113.104,2012,4
474,6.5,2012-04-11 22:55:00,7,6,unknown,0,1171,us,599,0.0,54.1,mwb,20.0,18.229,-102.689,2012,4
475,8.2,2012-04-11 10:43:00,9,6,green,0,1213,us,341,0.0,14.9,mwc,25.1,0.802,92.463,2012,4
476,8.6,2012-04-11 08:38:00,9,7,yellow,0,2048,official,499,0.0,16.6,mw,20.0,2.327,93.063,2012,4
477,7.1,2012-03-25 22:37:00,7,7,unknown,0,1496,us,553,0.0,15.2,mww,40.7,-35.2,-72.217,2012,3
478,6.6,2012-03-21 22:15:00,6,6,unknown,0,709,us,640,0.0,10.1,mww,118.0,-6.242,145.955,2012,3
479,7.4,2012-03-20 18:02:00,9,8,unknown,0,1752,us,672,0.0,37.9,mww,20.0,16.493,-98.231,2012,3
480,6.7,2012-02-26 06:17:00,7,7,unknown,0,833,us,596,0.0,13.4,mww,12.0,51.708,95.991,2012,2
481,6.7,2012-02-06 03:49:00,9,7,unknown,0,1551,us,572,0.0,11.1,mww,11.0,9.999,123.206,2012,2
482,7.1,2012-02-02 13:34:00,5,5,unknown,0,793,us,573,0.0,12.0,mww,23.0,-17.827,167.133,2012,2
483,7.2,2012-01-10 18:36:00,4,4,unknown,0,838,us,443,0.0,17.0,mww,19.0,2.433,93.21,2012,1
484,6.6,2011-12-27 15:21:00,0,7,unknown,0,670,us,545,0.0,17.6,mww,15.0,51.842,95.911,2011,12
485,7.1,2011-12-14 05:04:00,6,6,unknown,0,834,us,485,0.0,10.6,mww,135.0,-7.551,146.809,2011,12
486,6.5,2011-12-11 01:47:00,8,7,unknown,0,1400,us,578,0.0,38.6,mww,59.0,17.986,-99.789,2011,12
487,6.9,2011-10-28 18:54:00,6,7,unknown,0,847,us,474,0.0,46.5,mww,24.0,-14.438,-75.966,2011,10
488,7.1,2011-10-23 10:41:00,9,9,unknown,0,1096,us,693,0.0,19.7,mww,18.0,38.721,43.508,2011,10
489,6.5,2011-10-14 03:35:00,3,6,unknown,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.881,2011,10
490,6.9,2011-09-18 12:40:00,8,8,unknown,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.155,2011,9
491,6.7,2011-09-16 19:26:00,5,5,unknown,0,712,us,667,0.0,10.9,mwc,30.0,40.273,142.779,2011,9
492,6.7,2011-09-05 17:55:00,5,6,unknown,0,915,us,447,0.0,15.3,mww,91.0,2.965,97.893,2011,9
493,7.0,2011-09-03 22:55:00,7,5,unknown,0,761,us,406,0.0,15.3,mww,185.1,-20.671,169.716,2011,9
494,7.0,2011-08-24 17:46:00,6,6,unknown,0,913,us,471,0.0,26.9,mww,147.0,-7.641,-74.525,2011,8
495,7.1,2011-08-20 18:19:00,5,6,unknown,0,787,us,564,0.0,12.3,mww,28.0,-18.311,168.218,2011,8
496,6.5,2011-08-20 17:13:00,0,5,unknown,0,650,us,322,0.0,15.0,mwc,35.0,-18.308,168.156,2011,8
497,7.2,2011-08-20 16:55:00,8,6,unknown,0,813,us,280,0.0,18.4,mww,32.0,-18.365,168.143,2011,8
498,6.6,2011-07-31 23:38:00,3,6,unknown,0,674,us,229,0.0,16.6,mww,10.0,-3.518,144.828,2011,7
499,7.6,2011-07-06 19:03:00,3,7,unknown,0,893,us,567,0.0,33.5,mww,17.0,-29.539,-176.34,2011,7
500,6.7,2011-06-22 21:50:00,6,6,unknown,0,749,us,592,0.0,24.9,mww,33.0,39.955,142.205,2011,6
501,6.8,2011-05-10 08:55:00,4,5,unknown,0,734,us,519,0.0,12.5,mww,11.0,-20.244,168.226,2011,5
502,6.8,2011-04-23 04:16:00,5,6,unknown,0,719,us,445,0.0,13.0,mww,79.0,-10.375,161.2,2011,4
503,6.6,2011-04-11 08:16:00,7,7,unknown,0,822,us,586,0.0,10.1,mww,11.0,37.001,140.401,2011,4
504,7.1,2011-04-07 14:32:00,8,8,unknown,0,1114,us,446,0.0,17.7,mww,42.0,38.276,141.588,2011,4
505,6.6,2011-04-07 13:11:00,7,6,unknown,0,897,us,518,0.0,37.2,mww,166.2,17.208,-94.338,2011,4
506,6.9,2011-03-24 13:55:00,7,9,unknown,0,1154,us,335,0.0,18.2,mww,8.0,20.687,99.822,2011,3
507,6.6,2011-03-11 11:36:00,6,5,unknown,0,673,us,668,0.0,9.5,ms,25.7,39.241,142.463,2011,3
508,6.5,2011-03-11 08:19:00,0,4,unknown,0,650,us,369,0.0,18.7,mb,6.8,36.166,141.562,2011,3
509,7.7,2011-03-11 06:25:00,7,4,unknown,0,931,us,507,0.0,10.8,mwc,18.6,38.058,144.59,2011,3
510,7.9,2011-03-11 06:15:00,8,7,unknown,0,1140,us,163,0.0,48.4,mwc,42.6,36.281,141.111,2011,3
511,9.1,2011-03-11 05:46:00,9,8,unknown,0,2184,official,541,0.0,9.5,mww,29.0,38.297,142.373,2011,3
512,7.3,2011-03-09 02:45:00,5,5,unknown,0,972,us,550,0.0,17.4,mww,32.0,38.435,142.842,2011,3
513,6.7,2011-02-14 03:40:00,5,6,unknown,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.834,2011,2
514,6.9,2011-02-11 20:05:00,7,7,unknown,0,988,us,382,0.0,34.7,mww,26.0,-36.422,-72.96,2011,2
515,7.2,2011-01-18 20:23:00,7,7,unknown,0,1449,us,372,0.0,25.3,mww,68.0,28.777,63.951,2011,1
516,7.0,2011-01-13 16:16:00,2,5,unknown,0,755,us,578,0.0,13.3,mww,9.0,-20.628,168.471,2011,1
517,7.2,2011-01-02 20:20:00,8,7,unknown,0,1054,us,397,0.0,30.1,mww,24.0,-38.355,-73.326,2011,1
518,7.3,2010-12-25 13:16:00,0,5,unknown,0,820,us,409,0.0,12.0,mwc,16.0,-19.702,167.947,2010,12
519,6.7,2010-12-20 18:41:00,3,7,unknown,0,708,us,279,0.0,24.3,mwc,12.0,28.412,59.18,2010,12
520,6.6,2010-12-02 03:12:00,0,6,unknown,0,670,us,306,0.0,18.5,mwb,33.0,-6.001,149.977,2010,12
521,7.8,2010-10-25 14:42:00,4,7,unknown,0,946,us,379,0.0,23.0,mwc,20.1,-3.487,100.082,2010,10
522,6.7,2010-10-21 17:53:00,5,5,unknown,0,776,us,352,0.0,50.3,mwc,13.0,24.696,-109.156,2010,10
523,7.0,2010-09-29 17:11:00,8,5,unknown,0,772,us,271,0.0,15.1,mwc,26.0,-4.963,133.76,2010,9
524,7.0,2010-09-03 16:35:00,8,8,unknown,0,1245,us,365,0.0,15.8,mwc,12.0,-43.522,171.83,2010,9
525,7.1,2010-08-12 11:54:00,6,5,unknown,0,945,us,672,0.0,12.4,mwc,206.7,-1.266,-77.306,2010,8
526,7.3,2010-08-10 05:23:00,7,7,unknown,0,850,us,405,0.0,20.2,mwc,25.0,-17.541,168.069,2010,8
527,7.0,2010-08-04 22:01:00,4,6,unknown,0,757,us,396,0.0,12.7,mww,44.0,-5.746,150.765,2010,8
528,6.5,2010-08-04 07:15:00,5,4,unknown,0,659,us,403,0.0,11.1,mwc,220.0,-5.486,146.822,2010,8
529,7.6,2010-07-23 22:51:00,5,3,unknown,0,902,us,340,0.0,15.1,mwc,578.0,6.497,123.48,2010,7
530,7.3,2010-07-18 13:34:00,8,7,unknown,0,831,us,397,0.0,18.2,mwc,35.0,-5.931,150.59,2010,7
531,6.9,2010-07-18 13:04:00,4,7,unknown,0,737,us,456,0.0,15.7,mwc,28.0,-5.966,150.428,2010,7
532,6.6,2010-07-14 08:32:00,6,7,unknown,0,753,us,295,0.0,52.8,mwc,22.0,-38.067,-73.31,2010,7
533,6.7,2010-06-26 05:30:00,5,6,unknown,0,696,us,392,0.0,18.7,mwc,35.0,-10.627,161.447,2010,6
534,6.6,2010-06-16 03:58:00,0,7,unknown,0,670,us,309,0.0,25.0,mwc,10.5,-2.329,136.484,2010,6
535,7.0,2010-06-16 03:16:00,3,7,unknown,0,755,us,307,0.0,18.1,mwc,18.0,-2.174,136.543,2010,6
536,7.5,2010-06-12 19:26:00,6,5,unknown,0,1144,us,514,0.0,18.6,mwc,35.0,7.881,91.936,2010,6
537,7.2,2010-05-27 17:14:00,5,6,unknown,0,804,us,327,0.0,11.7,mwc,31.0,-13.698,166.643,2010,5
538,7.2,2010-05-09 05:59:00,5,6,unknown,0,918,us,611,0.0,20.6,mwc,38.0,3.748,96.018,2010,5
539,6.9,2010-04-13 23:49:00,6,9,unknown,0,773,us,410,0.0,14.9,mwc,17.0,33.165,96.548,2010,4
540,6.9,2010-04-11 09:40:00,4,5,unknown,0,740,us,399,0.0,12.1,mwc,21.0,-10.878,161.116,2010,4
541,7.8,2010-04-06 22:15:00,0,7,unknown,0,936,us,352,0.0,19.2,mwc,31.0,2.383,97.048,2010,4
542,7.2,2010-04-04 22:40:00,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.2862,-115.295,2010,4
543,6.6,2010-03-30 16:54:00,5,6,unknown,0,701,us,413,0.0,16.7,mwc,34.0,13.667,92.831,2010,3
544,6.7,2010-03-16 02:21:00,5,6,unknown,0,856,us,312,0.0,34.7,mwc,18.0,-36.217,-73.257,2010,3
545,6.5,2010-03-14 08:08:00,6,5,unknown,0,810,us,491,0.0,27.0,mwc,32.0,37.745,141.59,2010,3
546,7.0,2010-03-11 14:55:00,7,7,unknown,0,874,us,403,0.0,17.1,mwc,18.0,-34.326,-71.799,2010,3
547,6.9,2010-03-11 14:39:00,7,7,unknown,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.891,2010,3
548,6.8,2010-03-05 16:07:00,4,6,unknown,0,717,us,401,0.0,23.2,mwc,26.0,-3.762,100.991,2010,3
549,6.6,2010-03-05 11:47:00,7,7,unknown,0,736,us,255,0.0,27.8,mwb,18.0,-36.665,-73.374,2010,3
550,6.5,2010-03-04 14:02:00,0,4,unknown,0,650,us,426,0.0,18.7,mwb,176.0,-13.571,167.227,2010,3
551,7.4,2010-02-27 08:01:00,0,5,unknown,0,842,us,409,0.0,17.6,mwc,35.0,-37.773,-75.048,2010,2
552,8.8,2010-02-27 06:34:00,8,8,unknown,0,1991,official,454,0.0,17.8,mww,22.9,-36.122,-72.898,2010,2
553,7.0,2010-02-26 20:31:00,6,6,unknown,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.425,2010,2
554,7.0,2010-01-12 21:53:00,9,9,unknown,0,1623,us,500,0.0,22.7,mwc,13.0,18.443,-72.571,2010,1
555,6.5,2010-01-10 00:27:00,7,7,unknown,0,1360,nc,51,0.3225,220.0,mw,28.737,40.652,-124.692,2010,1
556,6.8,2010-01-05 12:15:00,3,6,unknown,0,713,us,338,0.0,15.0,mwc,15.4,-9.019,157.551,2010,1
557,7.1,2010-01-03 22:36:00,5,7,unknown,0,780,us,377,0.0,15.0,mwc,10.0,-8.783,157.354,2010,1
558,6.6,2010-01-03 21:48:00,5,7,unknown,0,672,us,282,0.0,16.6,mwc,10.0,-8.726,157.487,2010,1
559,6.5,2009-11-13 03:05:00,6,7,unknown,0,698,us,390,0.0,17.7,mwc,27.0,-19.394,-70.321,2009,11
560,7.3,2009-11-09 10:44:00,0,4,unknown,0,820,us,430,0.0,15.0,mwc,595.0,-17.239,178.331,2009,11
561,6.6,2009-11-08 19:41:00,7,6,unknown,0,677,us,305,0.0,20.4,mwc,18.0,-8.207,118.631,2009,11
